age,,education,education-num,race,capital-gain,capital-loss,hours-per-week,native-country,Income
57,250201, 11th,7, White,0,0,52, United-States, <=50K
35,200426, Assoc-voc,11, White,0,0,44, United-States, <=50K
33,222654, Bachelors,13, White,0,0,40, United-States, <=50K
56,53366, 7th-8th,4, White,0,0,40, United-States, <=50K
42,132222, Bachelors,13, White,0,0,60, United-States, <=50K
17,100828, Some-college,10, White,0,0,20, United-States, <=50K
49,31264, HS-grad,9, White,0,0,35, United-States, <=50K
39,202027, Prof-school,15, White,0,0,45, United-States, >50K
34,168906, Some-college,10, White,0,0,50, United-States, <=50K
37,255454, Some-college,10, Black,0,0,40, United-States, <=50K
22,245524, 12th,8, White,0,0,35, United-States, <=50K
27,386040, Assoc-voc,11, White,0,0,40, Mexico, <=50K
21,35424, Some-college,10, White,0,0,25, United-States, <=50K
59,93655, Some-college,10, White,0,0,40, United-States, <=50K
44,152629, Bachelors,13, White,3103,0,40, United-States, >50K
53,151159, 10th,6, White,0,0,99, United-States, <=50K
26,410240, 11th,7, White,0,0,40, United-States, <=50K
48,138970, Bachelors,13, White,0,0,45, United-States, >50K
39,269722, Bachelors,13, White,0,0,70, United-States, <=50K
34,223678, HS-grad,9, Amer-Indian-Eskimo,0,0,32, United-States, <=50K
54,197184, Bachelors,13, White,0,0,38, United-States, <=50K
36,143486, HS-grad,9, White,7298,0,50, United-States, >50K
60,160625, HS-grad,9, White,5013,0,40, United-States, <=50K
50,140516, HS-grad,9, White,0,0,40, United-States, >50K
48,85341, Bachelors,13, White,0,0,45, United-States, <=50K
35,108293, Some-college,10, White,0,2205,40, United-States, <=50K
40,192507, Assoc-acdm,12, White,0,0,50, United-States, <=50K
30,186932, Bachelors,13, White,0,0,70, United-States, <=50K
65,223580, Some-college,10, White,6514,0,40, United-States, >50K
31,236861, HS-grad,9, White,0,0,60, United-States, <=50K
46,327886, Assoc-acdm,12, White,0,0,40, United-States, <=50K
67,407618, 9th,5, White,2050,0,40, United-States, <=50K
62,197060, Assoc-voc,11, White,0,0,50, United-States, <=50K
38,229180, Bachelors,13, White,0,0,40, Cuba, <=50K
24,284317, Bachelors,13, White,0,0,30, United-States, <=50K
24,73514, Some-college,10, Asian-Pac-Islander,0,0,50, Philippines, <=50K
27,47907, Bachelors,13, White,0,0,48, United-States, <=50K
43,134782, Assoc-acdm,12, White,0,0,30, United-States, <=50K
48,118831, HS-grad,9, Asian-Pac-Islander,0,0,40, South, <=50K
41,299505, HS-grad,9, Black,0,0,40, United-States, <=50K
30,267161, Some-college,10, Black,0,0,45, United-States, <=50K
38,119177, Bachelors,13, White,0,0,40, United-States, >50K
45,327886, Prof-school,15, White,0,0,40, United-States, >50K
45,187730, Bachelors,13, White,0,0,40, United-States, <=50K
55,109015, Some-college,10, White,0,0,38, United-States, <=50K
46,110015, 7th-8th,4, White,0,0,75, Greece, <=50K
24,104146, Bachelors,13, Asian-Pac-Islander,0,0,40, United-States, <=50K
31,50442, Some-college,10, Amer-Indian-Eskimo,0,0,25, United-States, <=50K
35,57640, HS-grad,9, White,0,0,35, United-States, <=50K
37,333664, Some-college,10, White,0,0,40, United-States, <=50K
29,224858, Some-college,10, White,0,0,45, United-States, <=50K
56,290641, Bachelors,13, White,0,0,50, United-States, >50K
60,191118, HS-grad,9, White,0,1848,40, United-States, >50K
25,34402, Bachelors,13, White,0,1590,60, United-States, <=50K
33,245378, 10th,6, White,0,0,40, United-States, <=50K
44,179136, HS-grad,9, White,0,0,40, United-States, <=50K
21,116788, HS-grad,9, White,0,0,40, United-States, <=50K
21,129699, HS-grad,9, White,0,0,40, United-States, <=50K
46,39606, Masters,14, White,0,0,40, England, >50K
44,95150, Some-college,10, White,0,0,50, United-States, >50K
63,102479, Bachelors,13, White,0,0,40, United-States, <=50K
44,199191, HS-grad,9, White,0,0,30, United-States, <=50K
31,229636, Some-college,10, White,0,0,45, Mexico, <=50K
26,53833, Some-college,10, White,0,0,42, United-States, <=50K
37,27997, HS-grad,9, White,0,0,50, United-States, <=50K
60,124487, Some-college,10, White,0,0,40, United-States, >50K
33,111363, Bachelors,13, White,0,0,45, United-States, <=50K
38,107630, Bachelors,13, White,0,0,40, United-States, <=50K
26,134287, Assoc-voc,11, White,0,0,35, United-States, <=50K
46,283004, Assoc-voc,11, Asian-Pac-Islander,0,0,63, Thailand, <=50K
24,33616, HS-grad,9, White,0,0,35, United-States, <=50K
47,121124, Masters,14, White,0,0,35, United-States, >50K
27,188189, Some-college,10, White,0,0,30, United-States, <=50K
46,106255, Some-college,10, White,0,0,40, United-States, <=50K
47,282830, Assoc-acdm,12, Black,0,0,40, United-States, >50K
47,243904, HS-grad,9, White,0,0,40, Honduras, <=50K
69,165017, HS-grad,9, White,2538,0,40, United-States, <=50K
32,131584, HS-grad,9, White,7298,0,40, United-States, >50K
51,427781, HS-grad,9, Black,0,0,40, United-States, <=50K
36,334291, HS-grad,9, White,0,0,40, United-States, >50K
50,173224, Masters,14, White,0,0,40, United-States, <=50K
29,87507, Doctorate,16, Asian-Pac-Islander,0,0,60, India, <=50K
32,187560, Prof-school,15, White,3908,0,40, United-States, <=50K
27,204497, 10th,6, Amer-Indian-Eskimo,0,0,75, United-States, <=50K
60,230545, 7th-8th,4, White,0,0,35, Cuba, <=50K
31,118161, HS-grad,9, White,0,0,40, United-States, <=50K
46,150499, Assoc-acdm,12, White,0,0,40, United-States, <=50K
40,96554, HS-grad,9, White,0,0,40, United-States, <=50K
39,288551, Some-college,10, Black,0,0,52, United-States, >50K
69,104003, 7th-8th,4, White,0,0,55, United-States, <=50K
54,124963, Bachelors,13, White,0,0,40, United-States, >50K
56,198388, HS-grad,9, White,0,0,40, United-States, <=50K
47,126204, Some-college,10, White,0,0,40, United-States, <=50K
25,91709, Assoc-acdm,12, White,0,0,45, United-States, <=50K
34,152109, HS-grad,9, White,0,0,60, United-States, <=50K
24,191954, 7th-8th,4, White,0,0,50, United-States, <=50K
63,108097, Some-college,10, White,10566,0,45, United-States, <=50K
29,289991, Masters,14, White,0,0,50, United-States, <=50K
64,92115, Some-college,10, White,0,0,40, United-States, <=50K
44,320277, Bachelors,13, White,0,0,40, United-States, <=50K
26,33610, HS-grad,9, White,0,0,60, United-States, <=50K
36,168276, 10th,6, White,0,0,40, United-States, <=50K
55,175127, Bachelors,13, White,7688,0,38, United-States, >50K
37,254973, HS-grad,9, White,0,0,40, United-States, >50K
37,95336, 10th,6, White,0,0,65, United-States, <=50K
63,346975, Bachelors,13, White,7688,0,36, United-States, >50K
33,227282, HS-grad,9, White,0,0,60, United-States, <=50K
19,138153, Some-college,10, White,0,0,10, United-States, <=50K
57,174132, Masters,14, Black,0,1977,40, United-States, >50K
31,182237, Assoc-acdm,12, White,4386,0,45, United-States, >50K
20,111252, Some-college,10, White,0,0,30, United-States, <=50K
58,217775, HS-grad,9, White,7298,0,40, United-States, >50K
20,168863, Some-college,10, White,0,0,20, United-States, <=50K
25,394503, Some-college,10, White,0,0,40, United-States, <=50K
40,141657, HS-grad,9, White,0,0,40, United-States, <=50K
18,125441, 11th,7, White,1055,0,20, United-States, <=50K
26,172230, HS-grad,9, White,0,0,40, United-States, <=50K
29,282944, Doctorate,16, White,0,0,50, United-States, >50K
45,55377, Bachelors,13, Black,0,0,40, United-States, <=50K
35,49352, Some-college,10, White,0,0,38, United-States, <=50K
32,213887, Some-college,10, White,0,0,45, United-States, <=50K
61,24046, HS-grad,9, White,0,0,40, United-States, <=50K
26,208122, Bachelors,13, White,0,0,15, United-States, <=50K
56,176118, HS-grad,9, White,3103,0,40, United-States, >50K
22,227994, Some-college,10, Asian-Pac-Islander,0,0,39, United-States, <=50K
49,215389, Bachelors,13, Black,0,0,48, United-States, <=50K
40,99434, HS-grad,9, White,0,0,12, United-States, <=50K
37,190964, HS-grad,9, White,0,0,40, United-States, <=50K
23,113700, Bachelors,13, White,0,0,50, United-States, <=50K
28,259840, Bachelors,13, White,0,0,60, United-States, >50K
27,168827, HS-grad,9, White,0,0,40, United-States, <=50K
34,28984, Assoc-voc,11, White,0,0,40, United-States, <=50K
49,182211, 9th,5, White,0,0,45, United-States, <=50K
41,82393, Some-college,10, Asian-Pac-Islander,0,0,40, United-States, <=50K
28,183639, Bachelors,13, White,0,0,21, United-States, <=50K
38,342448, Some-college,10, White,0,0,55, United-States, >50K
47,469907, Assoc-acdm,12, White,0,1740,40, United-States, <=50K
28,211920, HS-grad,9, White,0,0,40, United-States, <=50K
44,33658, Masters,14, White,7688,0,50, United-States, >50K
41,34178, Bachelors,13, White,0,0,40, United-States, <=50K
50,400630, Prof-school,15, White,0,0,36, United-States, >50K
73,161251, HS-grad,9, White,0,0,24, United-States, <=50K
21,255685, Some-college,10, Black,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38,199256, HS-grad,9, White,0,0,40, United-States, <=50K
64,143716, Masters,14, White,0,0,2, United-States, <=50K
47,221666, Some-college,10, White,0,0,40, United-States, <=50K
52,145409, Some-college,10, White,15024,0,60, Canada, >50K
24,39615, Bachelors,13, White,0,0,45, United-States, <=50K
44,104440, Bachelors,13, White,0,0,40, United-States, >50K
27,151382, 7th-8th,4, White,0,974,40, United-States, <=50K
61,503675, Some-college,10, Black,0,0,60, United-States, >50K
58,306233, Bachelors,13, White,15024,0,40, United-States, >50K
51,216475, Bachelors,13, White,0,1564,43, United-States, >50K
49,50748, Some-college,10, White,0,0,55, England, <=50K
23,107190, Some-college,10, Black,0,0,20, United-States, <=50K
19,206874, Assoc-voc,11, Black,0,0,40, United-States, <=50K
21,83141, HS-grad,9, White,0,0,53, United-States, <=50K
56,444089, 11th,7, White,0,0,40, United-States, <=50K
35,141896, 12th,8, White,0,0,40, United-States, <=50K
37,33487, Some-college,10, Amer-Indian-Eskimo,0,0,20, United-States, <=50K
41,65372, Doctorate,16, White,0,0,50, United-States, >50K
30,341346, 11th,7, White,0,0,40, United-States, <=50K
35,343403, Doctorate,16, White,0,0,20, ?, <=50K
47,287480, Some-college,10, White,0,0,40, United-States, <=50K
59,107287, 10th,6, White,0,2559,50, United-States, >50K
55,199067, 11th,7, White,0,0,32, United-States, <=50K
22,182771, Assoc-voc,11, Asian-Pac-Islander,0,0,20, United-States, <=50K
31,159737, 10th,6, Black,0,0,40, United-States, <=50K
30,110643, Masters,14, White,4386,0,40, United-States, >50K
24,117583, Bachelors,13, White,0,0,48, United-States, <=50K
49,43479, Some-college,10, White,0,0,40, United-States, <=50K
23,203003, 7th-8th,4, White,0,0,25, Germany, <=50K
50,133963, HS-grad,9, White,0,0,35, United-States, <=50K
38,227794, Bachelors,13, Black,0,0,40, United-States, <=50K
20,112137, Some-college,10, Asian-Pac-Islander,0,0,20, South, <=50K
49,110457, Some-college,10, White,0,0,50, United-States, >50K
45,281565, HS-grad,9, Asian-Pac-Islander,0,0,50, South, <=50K
46,297906, Bachelors,13, Asian-Pac-Islander,0,0,50, United-States, >50K
19,151506, HS-grad,9, White,0,0,30, United-States, <=50K
31,139455, Bachelors,13, White,0,0,40, Cuba, <=50K
38,26987, HS-grad,9, White,0,0,40, United-States, <=50K
56,233312, Masters,14, White,0,0,50, United-States, >50K
24,161092, Bachelors,13, White,0,0,40, United-States, <=50K
58,98361, HS-grad,9, White,0,0,50, United-States, <=50K
28,188928, HS-grad,9, White,0,0,40, United-States, <=50K
22,164922, HS-grad,9, White,0,0,40, United-States, <=50K
46,185673, HS-grad,9, White,0,0,40, United-States, <=50K
30,193598, Preschool,1, White,0,0,40, Mexico, <=50K
56,274111, Bachelors,13, White,0,0,45, United-States, >50K
32,245482, HS-grad,9, Asian-Pac-Islander,0,0,40, ?, <=50K
56,160932, HS-grad,9, White,0,0,44, United-States, >50K
50,44368, Some-college,10, White,0,0,40, United-States, <=50K
28,291374, HS-grad,9, Black,0,0,30, United-States, <=50K
30,280927, Bachelors,13, White,0,0,40, United-States, <=50K
24,222993, HS-grad,9, White,0,0,40, United-States, <=50K
42,25240, Assoc-voc,11, Amer-Indian-Eskimo,0,0,40, United-States, <=50K
31,204052, HS-grad,9, White,0,0,40, United-States, >50K
18,74054, 11th,7, Other,0,0,20, ?, <=50K
46,169042, 10th,6, White,0,0,25, Ecuador, <=50K
31,104509, Bachelors,13, White,0,0,65, United-States, >50K
38,185394, Bachelors,13, White,7688,0,40, United-States, >50K
44,254146, Masters,14, White,0,0,40, United-States, >50K
55,227856, Bachelors,13, White,0,2415,50, United-States, >50K
19,183041, HS-grad,9, White,0,0,20, United-States, <=50K
45,107682, Masters,14, White,0,0,40, United-States, >50K
50,287598, Some-college,10, White,0,0,70, United-States, <=50K
53,182186, 9th,5, White,0,0,40, Dominican-Republic, <=50K
41,194636, Bachelors,13, White,99999,0,65, United-States, >50K
45,112305, Some-college,10, Black,0,0,40, United-States, <=50K
21,212661, 10th,6, White,0,0,39, United-States, <=50K
37,32709, Bachelors,13, White,0,0,40, United-States, >50K
42,46366, HS-grad,9, Black,0,0,40, United-States, <=50K
37,24106, HS-grad,9, White,0,0,30, United-States, <=50K
46,170850, Bachelors,13, White,0,1590,40, ?, <=50K
45,40666, Assoc-voc,11, White,0,0,60, United-States, <=50K
32,182975, Some-college,10, White,0,0,20, United-States, <=50K
30,345122, Prof-school,15, White,0,0,50, United-States, <=50K
57,208311, Bachelors,13, White,0,0,80, United-States, >50K
37,120045, HS-grad,9, White,0,0,56, United-States, <=50K
18,201299, Some-college,10, White,0,0,40, United-States, <=50K
32,152940, Some-college,10, White,0,0,40, United-States, >50K
43,243580, Bachelors,13, White,0,0,40, United-States, >50K
46,182128, Masters,14, White,6497,0,50, United-States, <=50K
36,176458, HS-grad,9, White,0,0,28, United-States, <=50K
33,101562, Masters,14, White,0,0,40, United-States, <=50K
48,108699, HS-grad,9, White,0,0,40, United-States, <=50K
34,175878, HS-grad,9, White,0,0,40, United-States, <=50K
34,177675, Some-college,10, White,0,0,50, United-States, >50K
33,213887, HS-grad,9, White,0,0,40, United-States, <=50K
36,357619, Bachelors,13, White,0,0,60, Germany, <=50K
23,435835, HS-grad,9, White,0,1669,55, United-States, <=50K
39,165799, HS-grad,9, White,0,0,40, United-States, <=50K
22,71469, Assoc-acdm,12, White,0,0,25, United-States, <=50K
19,229745, HS-grad,9, White,0,0,20, United-States, <=50K
47,284916, HS-grad,9, White,7298,0,45, United-States, >50K
46,28419, Assoc-voc,11, White,0,0,50, United-States, <=50K
47,26950, Masters,14, White,0,0,6, United-States, <=50K
47,107231, Doctorate,16, White,0,0,35, United-States, >50K
52,512103, Some-college,10, White,0,0,40, United-States, <=50K
38,245090, 9th,5, White,0,0,40, Mexico, <=50K
58,314153, HS-grad,9, White,0,0,40, United-States, >50K
32,243988, 5th-6th,3, White,0,0,40, Mexico, <=50K
54,82551, Assoc-voc,11, White,0,0,10, United-States, <=50K
20,42706, Some-college,10, White,0,0,25, United-States, <=50K
25,235795, Assoc-acdm,12, White,0,0,48, United-States, <=50K
25,108001, 9th,5, White,0,0,15, United-States, <=50K
36,112497, Bachelors,13, White,0,1876,44, United-States, <=50K
69,128206, HS-grad,9, White,0,0,30, United-States, <=50K
28,224634, Bachelors,13, White,0,0,45, United-States, >50K
20,362999, Some-college,10, White,0,0,20, United-States, <=50K
21,346693, 7th-8th,4, White,0,0,40, United-States, <=50K
37,175759, Bachelors,13, White,0,0,40, United-States, >50K
21,99199, HS-grad,9, White,0,0,32, United-States, <=50K
25,219987, Assoc-acdm,12, White,0,0,13, United-States, <=50K
39,143445, HS-grad,9, Black,0,0,40, United-States, <=50K
34,118710, Assoc-voc,11, White,0,0,40, United-States, >50K
33,224185, HS-grad,9, White,0,0,40, United-States, <=50K
47,118972, HS-grad,9, White,0,0,50, United-States, >50K
29,165360, Assoc-voc,11, White,0,0,40, United-States, <=50K
48,38950, HS-grad,9, White,0,0,89, United-States, <=50K
42,277256, Doctorate,16, White,0,1977,60, United-States, >50K
29,247151, 11th,7, White,0,0,40, United-States, <=50K
34,213722, HS-grad,9, White,0,0,40, United-States, <=50K
20,209955, Some-college,10, White,0,0,25, United-States, <=50K
41,174395, Masters,14, White,0,0,40, United-States, >50K
45,138626, Some-college,10, White,0,1876,50, United-States, <=50K
22,179973, Assoc-voc,11, White,0,0,40, United-States, <=50K
23,200207, HS-grad,9, White,0,0,44, United-States, <=50K
19,156587, Some-college,10, White,0,0,38, United-States, <=50K
24,33016, Some-college,10, White,0,0,40, United-States, <=50K
20,197496, Some-college,10, White,0,0,30, ?, <=50K
32,153588, HS-grad,9, White,0,0,40, United-States, <=50K
52,99736, Masters,14, White,15020,0,50, United-States, >50K
36,284166, HS-grad,9, White,0,0,60, United-States, >50K
18,716066, 10th,6, White,0,0,30, United-States, <=50K
27,188519, HS-grad,9, White,0,0,40, United-States, <=50K
26,109080, Some-college,10, White,0,0,60, United-States, <=50K
52,174421, Assoc-acdm,12, White,0,0,32, United-States, <=50K
24,259351, Some-college,10, Amer-Indian-Eskimo,0,0,40, Mexico, <=50K
42,284403, HS-grad,9, Black,0,0,40, United-States, <=50K
39,85319, Prof-school,15, White,7688,0,60, United-States, >50K
20,201766, Some-college,10, White,0,0,35, United-States, <=50K
20,340475, Some-college,10, White,0,0,10, United-States, <=50K
39,487486, HS-grad,9, White,0,0,40, ?, <=50K
68,484298, 11th,7, White,0,0,30, United-States, <=50K
35,170617, HS-grad,9, Black,0,0,48, United-States, <=50K
54,94055, Bachelors,13, White,0,0,40, United-States, <=50K
24,117779, Bachelors,13, White,0,0,40, United-States, <=50K
24,209770, Bachelors,13, White,0,0,8, United-States, <=50K
20,317443, Some-college,10, Black,0,0,15, United-States, <=50K
64,140237, Preschool,1, White,0,0,40, United-States, <=50K
28,107411, Bachelors,13, White,0,0,35, United-States, <=50K
36,122493, HS-grad,9, White,0,0,47, United-States, <=50K
44,195124, HS-grad,9, White,0,0,60, ?, <=50K
38,101978, Some-college,10, White,0,2258,55, United-States, >50K
22,335453, HS-grad,9, White,0,0,60, United-States, <=50K
56,318329, HS-grad,9, White,0,0,40, United-States, <=50K
24,100321, Bachelors,13, White,0,0,45, United-States, <=50K
24,81145, Some-college,10, White,0,0,75, United-States, <=50K
22,62865, Assoc-acdm,12, White,0,0,40, United-States, <=50K
21,176262, Some-college,10, White,0,0,30, United-States, <=50K
42,168103, Bachelors,13, White,0,0,40, United-States, >50K
41,208174, Masters,14, White,0,0,55, United-States, <=50K
19,188815, HS-grad,9, White,34095,0,20, United-States, <=50K
67,226092, Some-college,10, White,0,0,44, United-States, <=50K
20,212668, Some-college,10, White,0,0,30, United-States, <=50K
32,381583, HS-grad,9, Other,0,0,40, United-States, <=50K
46,239439, HS-grad,9, Black,0,0,40, United-States, <=50K
52,172493, HS-grad,9, White,0,0,36, United-States, <=50K
44,239876, Bachelors,13, Black,0,0,40, United-States, <=50K
65,221881, 11th,7, White,0,0,40, Mexico, <=50K
37,218184, Bachelors,13, White,0,1887,40, United-States, >50K
27,206889, Some-college,10, White,0,0,50, United-States, <=50K
35,110668, HS-grad,9, Black,0,0,35, United-States, <=50K
30,211028, HS-grad,9, White,0,0,45, United-States, <=50K
64,202984, HS-grad,9, White,3137,0,40, United-States, <=50K
48,20296, HS-grad,9, White,0,0,37, United-States, >50K
35,194690, 7th-8th,4, White,0,0,40, United-States, <=50K
28,204984, Bachelors,13, White,0,0,45, United-States, <=50K
63,35021, Bachelors,13, Asian-Pac-Islander,0,1977,32, China, >50K
40,238574, Prof-school,15, White,0,0,55, United-States, >50K
33,345360, Some-college,10, White,0,0,40, United-States, <=50K
40,192381, Some-college,10, White,0,0,50, United-States, >50K
25,479765, 7th-8th,4, White,0,0,45, Guatemala, <=50K
45,34091, Bachelors,13, White,0,0,38, United-States, >50K
30,151773, Some-college,10, White,0,0,40, United-States, >50K
53,299080, Some-college,10, Black,0,0,40, United-States, <=50K
63,135339, HS-grad,9, Asian-Pac-Islander,2105,0,40, Vietnam, <=50K
27,52156, Some-college,10, White,0,0,60, United-States, <=50K
31,318647, 11th,7, White,0,0,40, United-States, <=50K
33,80145, HS-grad,9, White,0,0,60, United-States, <=50K
39,343646, Bachelors,13, White,0,0,40, Mexico, >50K
42,198692, Some-college,10, White,0,0,45, United-States, >50K
19,266635, HS-grad,9, Black,0,0,30, United-States, <=50K
31,197672, Bachelors,13, White,0,0,40, United-States, <=50K
53,185846, HS-grad,9, White,0,0,40, United-States, <=50K
47,315110, Some-college,10, White,0,0,20, United-States, <=50K
27,220754, Doctorate,16, White,0,0,40, United-States, <=50K
22,64292, HS-grad,9, White,0,0,40, United-States, <=50K
29,126060, HS-grad,9, White,0,0,40, United-States, >50K
52,78012, HS-grad,9, White,0,1762,40, United-States, <=50K
32,210562, Assoc-voc,11, White,0,0,46, United-States, <=50K
23,350181, HS-grad,9, White,0,0,40, United-States, <=50K
27,233421, Some-college,10, White,0,0,20, United-States, <=50K
53,167170, HS-grad,9, Black,0,0,40, United-States, <=50K
18,260801, HS-grad,9, White,0,0,20, United-States, <=50K
41,173370, Bachelors,13, White,0,0,30, United-States, <=50K
27,135520, HS-grad,9, White,0,0,40, Dominican-Republic, <=50K
30,121308, Some-college,10, White,0,0,40, United-States, <=50K
41,444743, HS-grad,9, White,0,0,40, United-States, <=50K
21,65225, Some-college,10, White,0,0,30, United-States, <=50K
58,136982, HS-grad,9, Black,0,0,40, Honduras, <=50K
45,271962, Bachelors,13, White,0,0,40, United-States, <=50K
40,204046, 10th,6, White,0,0,40, United-States, <=50K
21,225823, Some-college,10, White,0,0,40, United-States, <=50K
29,183009, Bachelors,13, Other,0,1590,40, United-States, <=50K
50,121038, Assoc-voc,11, Black,0,0,40, United-States, <=50K
26,49092, HS-grad,9, White,0,0,40, United-States, <=50K
23,148709, HS-grad,9, White,0,0,40, United-States, <=50K
27,209205, Bachelors,13, White,0,0,40, United-States, <=50K
36,285865, Bachelors,13, Black,0,0,40, United-States, <=50K
22,216129, HS-grad,9, White,0,0,40, United-States, <=50K
37,40955, Some-college,10, White,0,0,40, Japan, <=50K
54,197189, Bachelors,13, White,0,0,40, United-States, <=50K
36,33001, HS-grad,9, White,0,0,50, United-States, <=50K
44,227399, Assoc-voc,11, Black,0,0,40, United-States, <=50K
38,164050, Some-college,10, Black,0,0,40, United-States, >50K
49,259087, Some-college,10, White,0,0,40, United-States, <=50K
18,236262, 11th,7, White,0,0,12, United-States, <=50K
26,177929, Bachelors,13, White,0,0,48, United-States, <=50K
48,166929, Bachelors,13, White,0,0,45, ?, >50K
32,199963, 11th,7, White,0,0,40, United-States, <=50K
35,98776, HS-grad,9, White,0,0,40, United-States, <=50K
40,135056, HS-grad,9, White,0,0,45, United-States, <=50K
40,55363, HS-grad,9, White,3411,0,40, United-States, <=50K
42,102343, Prof-school,15, Asian-Pac-Islander,0,0,72, India, >50K
30,231263, HS-grad,9, White,0,0,40, United-States, <=50K
19,226913, Some-college,10, White,0,0,20, United-States, <=50K
36,129573, Assoc-acdm,12, White,0,0,60, United-States, >50K
31,191001, HS-grad,9, White,0,0,40, United-States, <=50K
50,69345, Assoc-acdm,12, White,0,0,60, United-States, <=50K
38,204556, HS-grad,9, Black,0,0,40, United-States, <=50K
35,192626, Some-college,10, White,0,0,50, United-States, >50K
45,202812, Bachelors,13, White,0,0,40, United-States, >50K
29,405177, 10th,6, White,0,0,40, United-States, <=50K
41,227890, Some-college,10, White,0,0,46, United-States, >50K
33,101352, Prof-school,15, White,0,0,50, United-States, >50K
49,82572, Some-college,10, White,0,0,60, United-States, <=50K
28,132686, Some-college,10, White,0,0,40, United-States, >50K
49,149210, Bachelors,13, Black,15024,0,40, United-States, >50K
27,245661, HS-grad,9, White,0,0,40, United-States, <=50K
47,483596, HS-grad,9, White,2885,0,32, United-States, <=50K
42,104663, Doctorate,16, White,0,0,40, Italy, >50K
30,347166, HS-grad,9, White,0,0,60, United-States, <=50K
37,108540, HS-grad,9, White,0,0,40, United-States, <=50K
37,333305, Doctorate,16, White,0,0,35, United-States, <=50K
51,155408, HS-grad,9, Black,0,0,38, United-States, <=50K
27,246372, HS-grad,9, White,0,0,40, United-States, <=50K
53,30290, HS-grad,9, White,0,0,40, United-States, <=50K
45,347321, HS-grad,9, White,0,0,40, United-States, <=50K
37,205852, Bachelors,13, White,0,0,45, United-States, <=50K
40,163215, Bachelors,13, White,0,0,40, ?, <=50K
54,93449, Masters,14, Asian-Pac-Islander,0,0,40, India, >50K
47,116927, HS-grad,9, White,0,0,42, United-States, >50K
35,164526, HS-grad,9, White,0,0,40, Yugoslavia, >50K
33,31573, HS-grad,9, White,0,0,40, United-States, <=50K
28,125159, Some-college,10, Black,0,0,40, Haiti, <=50K
39,201105, Bachelors,13, White,0,0,55, United-States, >50K
25,122745, HS-grad,9, White,0,1602,40, United-States, <=50K
33,150570, Bachelors,13, White,0,0,40, United-States, <=50K
34,118941, 11th,7, White,0,0,40, Ireland, <=50K
53,141388, HS-grad,9, White,0,0,40, United-States, >50K
21,174714, Assoc-acdm,12, White,0,0,35, United-States, <=50K
31,75755, Doctorate,16, White,7298,0,55, United-States, >50K
63,133144, HS-grad,9, White,0,0,45, United-States, <=50K
21,318865, Some-college,10, White,0,0,30, United-States, <=50K
59,109638, HS-grad,9, White,0,0,40, United-States, >50K
50,92969, 1st-4th,2, Black,0,0,40, United-States, <=50K
66,376028, HS-grad,9, White,0,0,20, United-States, <=50K
19,144161, HS-grad,9, White,0,0,30, United-States, <=50K
31,183778, Bachelors,13, White,0,0,45, United-States, <=50K
23,398904, Bachelors,13, White,0,0,40, United-States, <=50K
45,170846, Assoc-voc,11, White,0,0,40, United-States, >50K
35,204277, Bachelors,13, White,0,0,40, United-States, <=50K
32,205152, Bachelors,13, White,0,0,40, United-States, <=50K
20,225395, 7th-8th,4, White,0,0,60, Mexico, <=50K
38,33975, HS-grad,9, White,0,0,40, United-States, >50K
49,147032, HS-grad,9, Asian-Pac-Islander,0,0,8, Philippines, <=50K
64,174826, HS-grad,9, White,0,0,40, United-States, <=50K
60,232769, 11th,7, White,0,0,20, United-States, <=50K
25,36984, Bachelors,13, White,0,0,50, United-States, <=50K
21,292264, HS-grad,9, White,0,0,35, United-States, <=50K
26,303973, HS-grad,9, White,0,1602,15, Mexico, <=50K
23,287988, Some-college,10, White,0,0,20, United-States, <=50K
67,330144, Masters,14, White,0,0,48, United-States, >50K
24,191948, HS-grad,9, White,0,0,30, United-States, <=50K
46,324601, 1st-4th,2, White,0,0,40, Guatemala, <=50K
38,200289, Doctorate,16, Asian-Pac-Islander,0,0,40, Taiwan, <=50K
20,113307, 7th-8th,4, White,0,0,40, United-States, <=50K
28,194087, Some-college,10, White,0,0,40, United-States, <=50K
26,155213, Bachelors,13, White,0,0,48, United-States, <=50K
58,175127, HS-grad,9, White,0,0,40, United-States, <=50K
31,358461, Some-college,10, Asian-Pac-Islander,0,0,40, United-States, <=50K
37,354929, Assoc-acdm,12, Black,0,0,38, United-States, <=50K
53,104501, Doctorate,16, White,0,0,40, ?, >50K
45,112929, 7th-8th,4, Black,0,0,35, United-States, <=50K
33,132832, HS-grad,9, White,0,0,50, United-States, <=50K
33,357691, Masters,14, Black,0,0,40, United-States, <=50K
35,114605, HS-grad,9, White,0,0,25, United-States, <=50K
60,525878, HS-grad,9, Black,0,0,40, United-States, <=50K
21,68358, Some-college,10, White,0,0,20, United-States, <=50K
38,174571, 10th,6, Black,0,0,45, United-States, <=50K
40,42703, Assoc-voc,11, White,0,0,40, United-States, <=50K
40,220589, Some-college,10, White,0,0,40, United-States, >50K
44,197558, Prof-school,15, White,0,0,70, United-States, >50K
27,423250, Some-college,10, White,0,0,60, United-States, <=50K
34,29254, Some-college,10, White,0,0,55, United-States, >50K
20,308924, Some-college,10, White,0,0,25, United-States, <=50K
49,276247, Some-college,10, White,0,0,40, United-States, <=50K
